Responden,Y, EAR , MAR ,MOE
1,1,0.141,1.007,7.142
1,1,0.114,1.039,9.114
1,1,0.131,0.941,7.183
1,1,0.171,1.209,7.07
1,1,0.264,1.085,4.11
1,1,0.272,1.163,4.276
1,1,0.235,0.926,3.94
1,1,0.108,1.061,9.824
1,1,0.108,1.065,9.861
1,1,0.107,1.066,9.963
1,1,0.119,1.117,9.387
1,1,0.119,1.009,8.479
1,1,0.126,0.944,7.492
1,1,0.124,0.875,7.056
1,1,0.127,0.924,7.276
1,1,0.128,1.201,9.383
1,1,0.102,1.034,10.137
1,1,0.13,1.169,8.992
1,1,0.139,0.94,6.763
1,1,0.254,0.921,3.626
1,1,0.244,1.083,4.439
1,0,0.291,0.655,2.251
1,0,0.251,0.632,2.518
1,0,0.165,0.667,4.042
1,0,0.283,0.677,2.392
1,0,0.224,0.607,2.71
1,0,0.228,0.633,2.776
1,0,0.196,0.609,3.107
1,0,0.169,0.663,3.923
1,0,0.207,0.685,3.309
1,0,0.213,0.683,3.207
1,0,0.287,0.607,2.115
1,0,0.29,0.661,2.279
1,0,0.163,0.687,4.215
1,0,0.224,0.629,2.808
1,0,0.227,0.64,2.819
1,0,0.168,0.683,4.065
1,0,0.226,0.685,3.031
1,0,0.271,0.664,2.45
1,0,0.221,0.663,3
1,0,0.199,0.614,3.085
1,0,0.277,0.634,2.289
1,0,0.151,0.641,4.245
1,0,0.255,0.604,2.369
1,0,0.217,0.698,3.217
1,0,0.229,0.637,2.782
1,0,0.259,0.693,2.676
1,0,0.272,0.648,2.382
1,0,0.244,0.677,2.775
1,0,0.22,0.683,3.105
1,0,0.304,0.603,1.984
1,0,0.25,0.659,2.636
1,0,0.26,0.685,2.635
1,0,0.154,0.642,4.169
1,0,0.261,0.654,2.506
1,0,0.212,0.666,3.142
1,0,0.16,0.698,4.363
1,0,0.184,0.652,3.543
1,0,0.18,0.666,3.7
1,0,0.159,0.681,4.283
1,0,0.272,0.65,2.39
1,0,0.166,0.665,4.006
1,0,0.253,0.661,2.613
1,0,0.199,0.68,3.417
1,0,0.264,0.667,2.527
1,0,0.262,0.694,2.649
1,0,0.211,0.638,3.024
1,0,0.252,0.635,2.52
1,0,0.177,0.626,3.537
1,0,0.251,0.618,2.462
1,0,0.153,0.679,4.438
1,0,0.247,0.612,2.478
1,0,0.196,0.675,3.444
1,0,0.284,0.7,2.465
1,0,0.198,0.615,3.106
1,0,0.219,0.602,2.749
1,0,0.156,0.675,4.327
1,0,0.233,0.641,2.751
1,0,0.162,0.668,4.123
1,0,0.301,0.623,2.07
1,0,0.169,0.609,3.604
1,0,0.275,0.61,2.218
1,0,0.231,0.635,2.749
1,0,0.175,0.639,3.651
1,0,0.193,0.619,3.207
1,0,0.174,0.615,3.534
1,0,0.155,0.602,3.884
1,0,0.211,0.665,3.152
1,0,0.177,0.63,3.559
1,0,0.185,0.645,3.486
1,0,0.175,0.639,3.651
1,0,0.196,0.666,3.398
1,0,0.292,0.65,2.226
1,0,0.155,0.638,4.116
1,0,0.202,0.687,3.401
1,0,0.3,0.614,2.047
1,0,0.263,0.666,2.532
1,0,0.23,0.642,2.791
1,0,0.226,0.698,3.088
1,0,0.287,0.634,2.209
1,0,0.151,0.683,4.523
1,0,0.172,0.617,3.587
1,0,0.286,0.621,2.171
1,0,0.183,0.678,3.705
1,0,0.185,0.626,3.384
1,0,0.202,0.688,3.406
1,0,0.196,0.665,3.393
1,0,0.272,0.7,2.574
1,0,0.306,0.679,2.219
1,0,0.173,0.62,3.584
1,0,0.177,0.662,3.74
1,0,0.267,0.693,2.596
1,0,0.193,0.678,3.513
1,0,0.308,0.603,1.958
1,0,0.217,0.628,2.894
1,0,0.172,0.634,3.686
1,0,0.154,0.616,4
1,0,0.194,0.616,3.175
1,0,0.246,0.63,2.561
1,0,0.16,0.69,4.313
1,0,0.155,0.618,3.987
1,0,0.177,0.69,3.898
1,0,0.237,0.688,2.903
1,0,0.303,0.679,2.241
1,0,0.156,0.613,3.929
1,0,0.264,0.649,2.458
1,0,0.2,0.659,3.295
1,0,0.217,0.696,3.207
1,0,0.154,0.624,4.052
1,0,0.237,0.666,2.81
1,0,0.293,0.635,2.167
1,0,0.245,0.646,2.637
1,0,0.197,0.61,3.096
1,0,0.272,0.689,2.533
1,0,0.193,0.612,3.171
1,0,0.254,0.618,2.433
1,0,0.265,0.638,2.408
1,0,0.274,0.666,2.431
1,0,0.274,0.609,2.223
1,0,0.169,0.682,4.036
1,0,0.268,0.659,2.459
1,0,0.265,0.692,2.611
1,0,0.308,0.631,2.049
1,0,0.29,0.652,2.248
1,0,0.262,0.614,2.344
1,0,0.29,0.667,2.3
1,0,0.163,0.625,3.834
1,0,0.193,0.605,3.135
1,0,0.22,0.615,2.795
1,0,0.157,0.672,4.28
1,0,0.176,0.627,3.563
1,0,0.238,0.686,2.882
1,0,0.166,0.624,3.759
1,0,0.236,0.689,2.919
1,0,0.24,0.63,2.625
1,0,0.21,0.699,3.329
1,0,0.171,0.694,4.058
1,0,0.198,0.687,3.47
1,0,0.23,0.618,2.687
1,0,0.204,0.691,3.387
1,0,0.27,0.635,2.352
1,0,0.303,0.604,1.993
1,0,0.305,0.663,2.174
1,0,0.256,0.619,2.418
1,0,0.208,0.679,3.264
1,0,0.251,0.689,2.745
1,0,0.304,0.682,2.243
1,0,0.178,0.623,3.5
1,0,0.277,0.644,2.325
1,0,0.191,0.602,3.152
1,0,0.228,0.663,2.908
1,0,0.174,0.665,3.822
1,0,0.179,0.604,3.374
1,0,0.294,0.662,2.252
1,0,0.157,0.612,3.898
1,0,0.187,0.651,3.481
1,0,0.236,0.698,2.958
1,0,0.264,0.698,2.644
1,0,0.285,0.662,2.323
1,0,0.29,0.677,2.334
1,0,0.264,0.643,2.436
1,0,0.262,0.633,2.416
1,0,0.292,0.646,2.212
1,0,0.187,0.648,3.465
1,0,0.236,0.671,2.843
1,0,0.24,0.668,2.783
1,0,0.165,0.634,3.842
1,0,0.281,0.641,2.281
1,0,0.187,0.635,3.396
1,0,0.192,0.62,3.229
1,0,0.264,0.647,2.451
1,0,0.174,0.626,3.598
1,0,0.309,0.675,2.184
1,0,0.269,0.659,2.45
1,0,0.211,0.694,3.289
1,0,0.287,0.604,2.105
1,0,0.303,0.655,2.162
1,0,0.231,0.606,2.623
1,0,0.172,0.673,3.913
1,0,0.242,0.767,3.169
1,0,0.208,0.735,3.534
1,0,0.269,0.714,2.654
1,0,0.343,0.571,1.665
1,0,0.192,0.602,3.135
1,0,0.247,0.606,2.453
1,0,0.257,0.623,2.424
1,0,0.315,0.722,2.292
1,0,0.174,0.55,3.161
1,0,0.19,0.722,3.8
1,0,0.24,0.7,2.917
1,0,0.239,0.526,2.201
1,0,0.253,0.705,2.787
1,0,0.168,0.714,4.25
1,0,0.292,0.627,2.147
1,0,0.285,0.618,2.168
1,0,0.181,0.545,3.011
1,0,0.274,0.531,1.938
1,0,0.349,0.757,2.169
1,0,0.153,0.516,3.373
1,0,0.31,0.795,2.565
1,0,0.272,0.525,1.93
1,0,0.275,0.69,2.509
1,0,0.225,0.713,3.169
1,0,0.165,0.707,4.285
1,0,0.342,0.655,1.915
1,0,0.167,0.578,3.461
1,0,0.246,0.552,2.244
1,0,0.342,0.656,1.918
1,0,0.285,0.702,2.463
1,0,0.218,0.629,2.885
1,0,0.274,0.561,2.047
1,0,0.23,0.611,2.657
1,0,0.152,0.536,3.526
1,0,0.159,0.662,4.164
1,0,0.233,0.703,3.017
1,0,0.297,0.626,2.108
1,0,0.249,0.638,2.562
1,0,0.299,0.636,2.127
1,0,0.338,0.757,2.24
1,0,0.236,0.626,2.653
1,0,0.201,0.748,3.721
1,0,0.189,0.761,4.026
1,0,0.326,0.707,2.169
1,0,0.181,0.535,2.956
1,0,0.166,0.501,3.018
1,0,0.274,0.537,1.96
1,0,0.253,0.756,2.988
1,0,0.214,0.739,3.453
1,0,0.294,0.68,2.313
1,0,0.327,0.627,1.917
1,0,0.29,0.632,2.179
1,0,0.348,0.5,1.437
1,0,0.303,0.752,2.482
1,0,0.29,0.556,1.917
1,0,0.337,0.643,1.908
1,0,0.244,0.687,2.816
1,0,0.282,0.664,2.355
1,0,0.327,0.7,2.141
1,0,0.189,0.541,2.862
1,0,0.272,0.609,2.239
1,0,0.309,0.773,2.502
1,0,0.324,0.791,2.441
1,0,0.3,0.587,1.957
1,0,0.197,0.75,3.807
1,0,0.18,0.639,3.55
1,0,0.305,0.571,1.872
1,0,0.199,0.655,3.291
1,0,0.169,0.663,3.923
1,0,0.268,0.636,2.373
1,0,0.234,0.728,3.111
1,0,0.339,0.627,1.85
1,0,0.308,0.544,1.766
1,0,0.216,0.765,3.542
1,0,0.229,0.546,2.384
1,0,0.159,0.757,4.761
1,0,0.274,0.795,2.901
1,0,0.251,0.599,2.386
1,0,0.256,0.562,2.195
1,0,0.222,0.583,2.626
1,0,0.217,0.678,3.124
1,0,0.322,0.55,1.708
1,0,0.244,0.776,3.18
1,0,0.322,0.737,2.289
1,0,0.282,0.68,2.411
1,0,0.245,0.703,2.869
1,0,0.271,0.564,2.081
1,0,0.31,0.694,2.239
1,0,0.23,0.651,2.83
1,0,0.228,0.656,2.877
1,0,0.348,0.76,2.184
1,0,0.354,0.71,2.006
1,0,0.211,0.607,2.877
1,0,0.256,0.618,2.414
1,0,0.204,0.737,3.613
1,0,0.187,0.671,3.588
1,0,0.169,0.735,4.349
1,0,0.287,0.546,1.902
1,0,0.302,0.736,2.437
1,0,0.169,0.648,3.834
1,0,0.219,0.555,2.534
1,0,0.299,0.639,2.137
1,0,0.277,0.606,2.188
1,0,0.346,0.608,1.757
1,0,0.349,0.605,1.734
1,0,0.331,0.582,1.758
1,0,0.167,0.596,3.569
1,0,0.28,0.644,2.3
1,0,0.288,0.707,2.455
1,0,0.179,0.545,3.045
1,0,0.262,0.577,2.202
1,0,0.204,0.593,2.907
1,0,0.26,0.741,2.85
1,0,0.265,0.638,2.408
1,0,0.309,0.508,1.644
1,0,0.288,0.585,2.031
1,0,0.343,0.596,1.738
1,0,0.334,0.592,1.772
1,0,0.152,0.5,3.289
1,0,0.238,0.799,3.357
1,0,0.341,0.794,2.328
1,0,0.251,0.572,2.279
1,0,0.33,0.773,2.342
1,0,0.159,0.561,3.528
1,0,0.313,0.553,1.767
1,0,0.297,0.786,2.646
1,0,0.317,0.75,2.366
1,0,0.315,0.505,1.603
1,0,0.233,0.737,3.163
1,0,0.159,0.75,4.717
1,0,0.153,0.522,3.412
1,0,0.219,0.703,3.21
1,0,0.164,0.766,4.671
1,0,0.34,0.769,2.262
1,0,0.292,0.702,2.404
1,0,0.281,0.535,1.904
1,0,0.166,0.58,3.494
1,0,0.16,0.638,3.988
1,0,0.24,0.523,2.179
1,0,0.294,0.604,2.054
1,0,0.26,0.615,2.365
1,0,0.192,0.584,3.042
1,0,0.302,0.746,2.47
1,0,0.173,0.537,3.104
1,0,0.195,0.537,2.754
1,0,0.324,0.726,2.241
1,0,0.17,0.716,4.212
1,0,0.295,0.62,2.102
1,0,0.215,0.511,2.377
1,0,0.333,0.719,2.159
1,0,0.289,0.693,2.398
1,0,0.29,0.696,2.4
1,0,0.285,0.594,2.084
1,0,0.241,0.606,2.515
1,0,0.308,0.608,1.974
1,0,0.322,0.533,1.655
1,0,0.175,0.597,3.411
1,0,0.334,0.618,1.85
1,0,0.16,0.725,4.531
1,0,0.319,0.67,2.1
1,0,0.236,0.674,2.856
1,0,0.281,0.674,2.399
1,0,0.183,0.713,3.896
1,0,0.286,0.515,1.801
1,0,0.152,0.621,4.086
1,0,0.227,0.661,2.912
1,0,0.263,0.521,1.981
1,0,0.28,0.582,2.079
1,0,0.312,0.698,2.237
1,0,0.352,0.714,2.028
1,0,0.335,0.644,1.922
1,0,0.21,0.681,3.243
1,0,0.338,0.756,2.237
1,0,0.262,0.601,2.294
1,0,0.181,0.683,3.773
1,0,0.299,0.528,1.766
1,0,0.204,0.685,3.358
1,0,0.258,0.758,2.938
1,0,0.234,0.668,2.855
1,0,0.19,0.718,3.779
1,0,0.329,0.74,2.249
1,0,0.277,0.53,1.913
1,0,0.172,0.562,3.267
1,0,0.306,0.695,2.271
1,0,0.234,0.608,2.598
1,0,0.168,0.793,4.72
1,0,0.165,0.522,3.164
1,0,0.219,0.639,2.918
1,0,0.261,0.576,2.207
1,0,0.235,0.598,2.545
1,0,0.248,0.663,2.673
1,0,0.231,0.775,3.355
1,0,0.351,0.509,1.45
1,0,0.195,0.733,3.759
1,0,0.306,0.774,2.529
1,0,0.35,0.569,1.626
1,0,0.205,0.755,3.683
1,0,0.274,0.656,2.394
1,0,0.2,0.634,3.17
1,0,0.341,0.787,2.308
1,0,0.191,0.77,4.031
1,0,0.305,0.7,2.295
1,0,0.276,0.604,2.188
1,0,0.348,0.565,1.624
1,0,0.289,0.568,1.965
1,0,0.332,0.501,1.509
1,0,0.316,0.651,2.06
1,0,0.264,0.661,2.504
1,0,0.318,0.533,1.676
1,0,0.336,0.703,2.092
1,0,0.19,0.636,3.347
1,0,0.205,0.799,3.898
1,0,0.233,0.609,2.614
1,0,0.345,0.647,1.875
1,0,0.18,0.733,4.072
1,0,0.185,0.78,4.216
1,0,0.269,0.75,2.788
1,0,0.354,0.61,1.723
1,0,0.327,0.723,2.211
1,0,0.303,0.758,2.502
1,0,0.271,0.565,2.085
1,0,0.258,0.677,2.624
1,0,0.306,0.725,2.369
1,0,0.271,0.562,2.074
1,0,0.171,0.571,3.339
1,0,0.17,0.613,3.606
1,0,0.286,0.639,2.234
1,0,0.343,0.733,2.137
1,0,0.314,0.745,2.373
1,0,0.271,0.569,2.1
1,0,0.17,0.654,3.847
1,0,0.307,0.613,1.997
1,0,0.187,0.503,2.69
1,0,0.351,0.53,1.51
1,0,0.223,0.71,3.184
1,0,0.328,0.689,2.101
1,0,0.251,0.768,3.06
1,0,0.295,0.705,2.39
1,0,0.241,0.592,2.456
1,0,0.189,0.644,3.407
1,0,0.183,0.738,4.033
1,0,0.174,0.781,4.489
1,0,0.338,0.599,1.772
1,0,0.195,0.754,3.867
1,0,0.348,0.787,2.261
1,0,0.302,0.661,2.189
1,0,0.292,0.676,2.315
1,0,0.169,0.595,3.521
1,0,0.178,0.532,2.989
1,0,0.301,0.604,2.007
1,0,0.294,0.711,2.418
1,0,0.18,0.572,3.178
1,0,0.223,0.542,2.43
1,0,0.244,0.696,2.852
1,0,0.195,0.515,2.641
1,0,0.332,0.526,1.584
1,0,0.155,0.669,4.316
1,0,0.211,0.542,2.569
1,0,0.228,0.747,3.276
1,0,0.205,0.565,2.756
1,0,0.344,0.614,1.785
1,0,0.163,0.639,3.92
1,0,0.333,0.646,1.94
1,0,0.2,0.609,3.045
1,0,0.28,0.725,2.589
1,0,0.184,0.573,3.114
1,0,0.321,0.768,2.393
1,0,0.209,0.569,2.722
1,0,0.266,0.54,2.03
1,0,0.247,0.759,3.073
1,0,0.276,0.508,1.841
1,0,0.307,0.735,2.394
1,0,0.247,0.754,3.053
1,0,0.345,0.705,2.043
1,0,0.269,0.774,2.877
1,0,0.16,0.69,4.313
1,0,0.301,0.614,2.04
1,0,0.24,0.711,2.963
1,0,0.296,0.51,1.723
1,0,0.274,0.699,2.551
1,0,0.199,0.686,3.447
1,0,0.253,0.667,2.636
1,0,0.284,0.667,2.349
1,0,0.341,0.557,1.633
1,0,0.318,0.728,2.289
1,0,0.161,0.514,3.193
1,0,0.34,0.571,1.679
1,0,0.286,0.577,2.017
1,0,0.302,0.763,2.526
1,0,0.23,0.604,2.626
1,0,0.335,0.576,1.719
1,0,0.254,0.767,3.02
1,0,0.276,0.745,2.699
1,0,0.221,0.543,2.457
1,0,0.33,0.772,2.339
1,0,0.188,0.642,3.415
1,0,0.282,0.795,2.819
1,0,0.295,0.697,2.363
1,0,0.194,0.62,3.196
1,0,0.211,0.697,3.303
1,0,0.174,0.767,4.408
1,0,0.236,0.764,3.237
1,0,0.251,0.716,2.853
1,0,0.173,0.61,3.526
1,0,0.311,0.621,1.997
1,0,0.201,0.529,2.632
1,0,0.27,0.766,2.837
1,0,0.283,0.629,2.223
1,0,0.301,0.741,2.462
1,0,0.163,0.655,4.018
1,0,0.186,0.793,4.263
1,0,0.32,0.785,2.453
1,0,0.231,0.676,2.926
1,0,0.192,0.636,3.313
1,0,0.256,0.691,2.699
1,0,0.249,0.634,2.546
1,0,0.315,0.678,2.152
1,0,0.194,0.78,4.021
1,0,0.251,0.799,3.183
1,0,0.276,0.565,2.047
1,0,0.305,0.581,1.905
1,0,0.295,0.601,2.037
1,0,0.348,0.629,1.807
1,0,0.196,0.695,3.546
1,0,0.26,0.517,1.988
1,0,0.335,0.697,2.081
1,0,0.234,0.712,3.043
1,0,0.294,0.522,1.776
1,0,0.242,0.675,2.789
1,0,0.21,0.723,3.443
1,0,0.347,0.64,1.844
1,0,0.325,0.763,2.348
1,0,0.161,0.77,4.783
1,0,0.302,0.786,2.603
1,0,0.308,0.69,2.24
1,0,0.342,0.739,2.161
1,0,0.246,0.599,2.435
1,0,0.333,0.622,1.868
1,0,0.207,0.651,3.145
1,0,0.174,0.506,2.908
1,0,0.216,0.772,3.574
1,0,0.214,0.661,3.089
1,0,0.247,0.684,2.769
1,0,0.298,0.543,1.822
1,0,0.266,0.623,2.342
1,0,0.225,0.658,2.924
1,0,0.268,0.635,2.369
1,0,0.205,0.653,3.185
1,0,0.304,0.579,1.905
1,0,0.317,0.698,2.202
1,0,0.31,0.606,1.955
1,0,0.181,0.788,4.354
1,0,0.212,0.741,3.495
1,0,0.25,0.697,2.788
1,0,0.3,0.61,2.033
1,0,0.285,0.68,2.386
1,0,0.266,0.667,2.508
1,0,0.29,0.733,2.528
1,0,0.269,0.622,2.312
1,0,0.278,0.662,2.381
1,0,0.171,0.769,4.497
1,0,0.307,0.598,1.948
1,0,0.206,0.55,2.67
1,0,0.181,0.61,3.37
1,0,0.225,0.782,3.476
1,0,0.288,0.792,2.75
1,0,0.188,0.798,4.245
1,0,0.314,0.508,1.618
1,0,0.251,0.655,2.61
1,0,0.325,0.639,1.966
1,0,0.181,0.56,3.094
1,0,0.29,0.542,1.869
1,0,0.195,0.51,2.615
1,0,0.179,0.628,3.508
1,0,0.166,0.747,4.5
1,0,0.333,0.641,1.925
1,0,0.212,0.71,3.349
1,0,0.34,0.674,1.982
1,0,0.311,0.613,1.971
1,0,0.264,0.648,2.455
1,0,0.233,0.735,3.155
1,0,0.173,0.577,3.335
1,0,0.335,0.597,1.782
1,0,0.238,0.586,2.462
1,0,0.223,0.512,2.296
1,0,0.336,0.768,2.286
1,0,0.316,0.668,2.114
1,0,0.233,0.678,2.91
1,0,0.29,0.739,2.548
1,0,0.342,0.515,1.506
1,0,0.305,0.6,1.967
1,0,0.207,0.645,3.116
1,0,0.228,0.509,2.232
1,0,0.351,0.622,1.772
1,0,0.233,0.769,3.3
1,0,0.289,0.787,2.723
1,0,0.283,0.751,2.654
1,0,0.175,0.512,2.926
1,0,0.272,0.777,2.857
1,0,0.23,0.543,2.361
1,0,0.323,0.769,2.381
1,0,0.258,0.703,2.725
1,0,0.185,0.593,3.205
1,0,0.209,0.761,3.641
1,0,0.287,0.781,2.721
1,0,0.337,0.782,2.32
1,0,0.213,0.534,2.507
1,0,0.223,0.603,2.704
1,0,0.266,0.665,2.5
1,0,0.23,0.703,3.057
1,0,0.342,0.502,1.468
1,0,0.231,0.559,2.42
1,0,0.343,0.583,1.7
1,0,0.217,0.501,2.309
1,0,0.251,0.673,2.681
1,0,0.322,0.668,2.075
1,0,0.17,0.679,3.994
1,0,0.337,0.649,1.926
1,0,0.157,0.613,3.904
1,0,0.3,0.503,1.677
1,0,0.305,0.658,2.157
1,0,0.238,0.579,2.433
1,0,0.332,0.679,2.045
1,0,0.269,0.542,2.015
1,0,0.216,0.641,2.968
1,0,0.253,0.742,2.933
1,0,0.252,0.683,2.71
1,0,0.158,0.737,4.665
1,0,0.313,0.652,2.083
1,0,0.282,0.751,2.663
1,0,0.207,0.767,3.705
1,0,0.243,0.718,2.955
1,0,0.303,0.725,2.393
1,0,0.191,0.653,3.419
1,0,0.322,0.784,2.435
1,0,0.226,0.588,2.602
1,0,0.237,0.659,2.781
1,0,0.19,0.534,2.811
1,0,0.191,0.558,2.921
1,0,0.309,0.624,2.019
1,0,0.259,0.68,2.625
1,0,0.172,0.62,3.605
1,0,0.222,0.692,3.117
1,0,0.248,0.662,2.669
1,0,0.157,0.581,3.701
1,0,0.313,0.573,1.831
1,0,0.236,0.501,2.123
1,0,0.258,0.584,2.264
1,0,0.351,0.715,2.037
1,0,0.318,0.626,1.969
1,0,0.24,0.536,2.233
1,0,0.243,0.555,2.284
1,0,0.332,0.64,1.928
1,0,0.153,0.502,3.281
1,0,0.293,0.662,2.259
1,0,0.199,0.765,3.844
1,0,0.325,0.58,1.785
1,0,0.248,0.732,2.952
1,0,0.165,0.507,3.073
1,0,0.248,0.574,2.315
1,0,0.184,0.551,2.995
1,0,0.257,0.549,2.136
1,0,0.27,0.546,2.022
1,0,0.251,0.727,2.896
1,0,0.247,0.756,3.061
1,0,0.281,0.501,1.783
1,0,0.179,0.673,3.76
1,0,0.34,0.558,1.641
1,0,0.236,0.653,2.767
1,0,0.286,0.708,2.476
1,0,0.335,0.508,1.516
1,0,0.267,0.772,2.891
1,0,0.304,0.506,1.664
1,0,0.196,0.768,3.918
1,0,0.32,0.532,1.663
1,0,0.304,0.548,1.803
1,0,0.18,0.592,3.289
1,0,0.32,0.605,1.891
1,0,0.319,0.557,1.746
1,0,0.233,0.615,2.639
1,0,0.277,0.693,2.502
1,0,0.352,0.796,2.261
1,0,0.225,0.687,3.053
1,0,0.167,0.798,4.778
1,0,0.266,0.71,2.669
1,0,0.352,0.69,1.96
1,0,0.256,0.554,2.164
1,0,0.197,0.543,2.756
1,0,0.167,0.779,4.665
1,0,0.214,0.742,3.467
1,0,0.331,0.557,1.683
1,0,0.304,0.675,2.22
1,0,0.164,0.701,4.274
1,0,0.329,0.679,2.064
1,0,0.32,0.732,2.288
1,0,0.245,0.655,2.673
1,0,0.165,0.563,3.412
1,0,0.286,0.684,2.392
1,0,0.215,0.718,3.34
1,0,0.348,0.7,2.011
1,0,0.186,0.697,3.747
1,0,0.355,0.522,1.47
1,0,0.233,0.636,2.73
1,0,0.212,0.659,3.108
1,0,0.199,0.643,3.231
1,0,0.189,0.653,3.455
1,0,0.193,0.671,3.477
1,0,0.163,0.677,4.153
1,0,0.255,0.617,2.42
1,0,0.186,0.624,3.355
1,0,0.161,0.638,3.963
1,0,0.222,0.617,2.779
1,0,0.241,0.691,2.867
1,0,0.18,0.615,3.417
1,0,0.151,0.613,4.06
1,0,0.306,0.697,2.278
1,0,0.215,0.696,3.237
1,0,0.204,0.656,3.216
1,0,0.208,0.606,2.913
1,0,0.226,0.662,2.929
1,0,0.227,0.602,2.652
1,0,0.264,0.625,2.367
1,0,0.234,0.656,2.803
1,0,0.274,0.658,2.401
1,0,0.241,0.674,2.797
1,0,0.287,0.643,2.24
1,0,0.235,0.699,2.974
1,0,0.231,0.607,2.628
1,0,0.288,0.604,2.097
1,0,0.254,0.683,2.689
1,0,0.199,0.603,3.03
1,0,0.223,0.613,2.749
1,0,0.205,0.665,3.244
1,0,0.26,0.699,2.688
1,0,0.307,0.645,2.101
1,0,0.177,0.681,3.847
1,0,0.289,0.62,2.145
1,0,0.231,0.618,2.675
1,0,0.252,0.645,2.56
1,0,0.196,0.66,3.367
1,0,0.161,0.614,3.814
1,0,0.286,0.623,2.178
1,0,0.211,0.648,3.071
1,0,0.23,0.694,3.017
1,0,0.159,0.627,3.943
1,0,0.211,0.617,2.924
1,0,0.214,0.655,3.061
1,0,0.18,0.626,3.478
1,0,0.183,0.605,3.306
1,0,0.152,0.697,4.586
1,0,0.213,0.649,3.047
1,0,0.307,0.663,2.16
1,0,0.2,0.603,3.015
1,0,0.31,0.698,2.252
1,0,0.235,0.665,2.83
1,0,0.219,0.65,2.968
1,0,0.239,0.668,2.795
1,0,0.196,0.673,3.434
1,0,0.256,0.665,2.598
1,0,0.279,0.647,2.319
1,0,0.199,0.663,3.332
1,0,0.176,0.678,3.852
1,0,0.306,0.69,2.255
1,0,0.262,0.643,2.454
1,0,0.174,0.691,3.971
1,0,0.161,0.62,3.851
1,0,0.297,0.683,2.3
1,0,0.225,0.681,3.027
1,0,0.185,0.641,3.465
1,0,0.184,0.646,3.511
1,0,0.307,0.663,2.16
1,0,0.241,0.668,2.772
1,0,0.217,0.671,3.092
1,0,0.248,0.667,2.69
1,0,0.201,0.676,3.363
1,0,0.234,0.665,2.842
1,0,0.171,0.683,3.994
1,0,0.254,0.653,2.571
1,0,0.249,0.602,2.418
1,0,0.262,0.614,2.344
1,0,0.3,0.671,2.237
1,0,0.301,0.65,2.159
1,0,0.23,0.613,2.665
1,0,0.255,0.693,2.718
1,0,0.258,0.696,2.698
1,0,0.174,0.683,3.925
1,0,0.301,0.633,2.103
1,0,0.264,0.694,2.629
1,0,0.24,0.637,2.654
1,0,0.277,0.635,2.292
1,0,0.206,0.693,3.364
1,0,0.209,0.616,2.947
1,0,0.275,0.627,2.28
1,0,0.234,0.61,2.607
1,0,0.227,0.619,2.727
1,0,0.257,0.656,2.553
1,0,0.161,0.61,3.789
1,0,0.246,0.693,2.817
1,0,0.304,0.602,1.98
1,0,0.262,0.683,2.607
1,0,0.18,0.666,3.7
1,0,0.218,0.633,2.904
1,0,0.244,0.617,2.529
1,0,0.249,0.628,2.522
1,0,0.161,0.644,4
1,0,0.228,0.663,2.908
1,0,0.273,0.604,2.212
1,0,0.271,0.682,2.517
1,0,0.162,0.685,4.228
1,0,0.285,0.64,2.246
1,0,0.28,0.634,2.264
1,0,0.177,0.697,3.938
1,0,0.167,0.605,3.623
1,0,0.225,0.613,2.724
1,0,0.24,0.659,2.746
1,0,0.17,0.696,4.094
1,0,0.289,0.647,2.239
1,0,0.226,0.605,2.677
1,0,0.263,0.639,2.43
1,0,0.231,0.648,2.805
1,0,0.186,0.676,3.634
1,0,0.279,0.652,2.337
1,0,0.178,0.615,3.455
1,0,0.175,0.622,3.554
1,0,0.258,0.617,2.391
1,0,0.228,0.612,2.684
1,0,0.209,0.699,3.344
1,0,0.197,0.646,3.279
1,0,0.204,0.633,3.103
1,0,0.192,0.629,3.276
1,0,0.242,0.608,2.512
1,0,0.199,0.651,3.271
1,0,0.2,0.637,3.185
1,0,0.232,0.631,2.72
1,0,0.271,0.645,2.38
1,0,0.284,0.62,2.183
1,0,0.286,0.636,2.224
1,0,0.151,0.693,4.589
1,0,0.224,0.647,2.888
1,0,0.22,0.674,3.064
1,0,0.165,0.685,4.152
1,0,0.25,0.62,2.48
1,0,0.284,0.663,2.335
1,0,0.26,0.679,2.612
1,0,0.281,0.64,2.278
1,0,0.224,0.645,2.879
1,0,0.173,0.662,3.827
1,0,0.225,0.65,2.889
1,0,0.26,0.69,2.654
1,0,0.176,0.633,3.597
1,0,0.241,0.687,2.851
1,0,0.188,0.659,3.505
1,0,0.279,0.677,2.427
1,0,0.171,0.653,3.819
1,0,0.196,0.694,3.541
1,0,0.253,0.654,2.585
1,0,0.225,0.633,2.813
1,0,0.157,0.654,4.166
1,0,0.173,0.614,3.549
1,0,0.221,0.602,2.724
1,0,0.249,0.625,2.51
1,0,0.237,0.7,2.954
1,0,0.184,0.615,3.342
1,0,0.307,0.664,2.163
1,0,0.279,0.608,2.179
1,0,0.276,0.618,2.239
1,0,0.219,0.633,2.89
1,0,0.223,0.633,2.839
1,0,0.277,0.637,2.3
1,0,0.162,0.666,4.111
1,0,0.18,0.614,3.411
1,0,0.247,0.618,2.502
1,0,0.194,0.611,3.149
1,0,0.211,0.679,3.218
1,0,0.215,0.699,3.251
